lp,src,mt,ref,raw,score
cs-en,Stínová ministryně zdravotnictví Sharon Hodgsonová řekl: ‚Začátek zkušebního období PrEP je vítanou a dlouho očekávanou změnou po měsících odkladů a zdržování ze strany vlády.,"Shadow health secretary Sharon Hodgson said: ""The start of the PrEP test period is a welcome and long-awaited change after months of delays and delays by the government.",Shadow public health minister Sharon Hodgson said: 'The start of the PrEP trial is welcome and long overdue after months of delays and heel-dragging by the Government.,62.3333333333333,0.27942526436166
cs-en,"Chtěli jsme alespoň neprohrát, zvednout si sebevědomí, abychom se měli od čeho odrazit do dalších zápasů.","We wanted to at least not lose, lift our confidence so we have something to bounce back from in the next matches.","We wanted to avoid losing at least, so as to build up our self-confidence to get something out of it for the next match.",96.0,1.3509359726894
cs-en,"Podstata problému zůstává stejná, a tak si dovolím stěžejní pasáže článku připomenout.","The nature of the problem remains the same, and so I allow myself to remind myself of the central passage of the article.","The essence of the problem remains the same, and so I'll refer to the key passage of the article.",56.0,-0.0082223157255347
cs-en,"Naposledy jí padl do náruče její bývalý milenec Michal Dlouhý, s nímž žila tři roky.","The last time she fell into her arms was her former lover, Michal Long, with whom she had lived for three years.","Last time, her former lover Michal Dlouhý, who lived with her for three years, fell into her arms.",63.0,-0.23857905330446
cs-en,A s odlivem zákazníků zkrachuje celá společnost.“,"And with a cast of customers, the whole company goes bust. ""","And when you lose customers, you're going to lose companies.""",71.3333333333333,0.17073222293092
cs-en,"My máme na pozemku vzrostlé stromy, takže jsme pod nimi.","We have raised trees on the property, so we're under them.","We have fully grown trees on the land, so we can stay underneath them.",52.0,-0.562756663639958
cs-en,"Pod prohlášením umělkyně na jedné ze stěn galerie volá Manningová svým obrovským podpisem (písmeno „i“ v příjmení je vytečkované srdcem) po konci„samočinného frakcionářství, jež se zakládá na pohlaví, rase, sexualitě a kultuře“.","Under a statement from an artist on one of the gallery's walls, Manning calls her huge signature (the letter ""i"" in the surname is dotted with the heart) after the end of ""self-inflicted fractionation based on gender, race, sexuality and culture.""","In an artist statement written on the gallery's wall, Manning's super-sized signature below it (the ""i"" in her last name dotted with a heart), called for an end to the ""automatic factionalism that gender, race, sexuality, and culture have been the basis of.""",60.0,-0.623334466368491
cs-en,"„A jakmile začnete ztrácet zaměstnance, přijdete o zákazníky.","'and once you start losing staff, you lose customers.","""And if you lose people, you're going to lose customers.",93.0,0.961217432155336
cs-en,"Ve vozovnách a na některých střídacích místech mají zaměstnanci k dispozici tzv. sodobary, které vyrábějí chlazenou sodovku.","In the roadways and in some shooting locations, employees have available so-called sodobars, which produce chilled soda.","At some depots and exchange points, workers also have access to so-called ""sodobars"", which dispense cold soda.",49.5,-0.625563717987691
cs-en,Požár vznikl kvůli technické závadě v motorovém prostoru kombajnu.,The fire started because of a technical malfunction in the harvester's engine compartment.,The blaze was caused by a technical defect in the engine compartment of a combine harvester.,71.5,0.665871938876459
cs-en,K drobnému poškození došlo ve smyčce v Hostivaři.,The minor damage occurred in a loop in Hostivar.,Small damage occurred in a circuit in Hostivař.,49.0,0.443620883246423
cs-en,"I když se nedařilo, chodilo hodně lidí.","Even though it wasn't going well, a lot of people were walking.","Even when things were going badly, a lot of people would come.",42.0,-0.210387036110806
cs-en,"Frančízu by mohly nastartovat momenty náhodného šílenství, jako třeba navrátivší se série „Seven Up“, dokud nedosáhne toho, co předpokládám, že bude logické rozuzlení: „Wet Hot American Summer: Twenty Years Later,“ kdy se v poslední scéně celá skupina vydá na premiéru „Léta k nepřežití“.","The franchise could kick-start moments of random madness, like the resurgent series ""Seven Up,"" until it reaches what I suppose will be a logical denouement: ""Wet Hot American Summer: Twenty Years Later,"" when, in the final scene, the entire group goes to the premiere of ""Summer to Survive.""","It's the moments of random lunacy that might power this franchise on, like a kind of recursive ""Seven Up!"" series, until it reaches what I assume will be its logical conclusion: ""Wet Hot American Summer: Twenty Years Later,"" whose last scene will have the gang going to see the movie premiere of ""Wet Hot American Summer.""",36.0,-0.153384446174229
cs-en,Spojené státy se rozpojují.,The United States is recognisable.,The United States are breaking apart.,50.0,-0.50408457837708
cs-en,"""Chci hrát příště lépe a teď, když jsem se zbavil trémy, to snad půjde,"" uvedl nadšený golfista, jenž už v minulosti hrál na turnajích celebrit i smíšených soutěžích pro amatéry a profesionály.","""I want to play better next time, and now that I've got rid of the training, I can do that,"" said the enthusiastic golfer, who has previously played in celebrity tournaments as well as mixed competitions for amateurs and professionals.","""I want to play better next time, and now that I've got rid of the nerves, it might work,"" said the enthusiastic golfer, who had played in celebrity tournaments in the past, as well as mixed amateur and professional competitions.",36.5,-0.918722371278515
cs-en,"Podle aktuálních čísel programu FBI k hlášení nenávistných činů došlo v roce 2015 v Missouri ke stovce případů nenávistného chování, což dosazuje stát na šestnácté místo mezi všemi státy.","According to current FBI program numbers to report hate crimes, there were hundreds of cases of hateful behavior in Missouri in 2015, putting the state in 16th place among all states.","Missouri recorded 100 hate crimes in 2015, according to the latest figures from the FBI's hate crime reporting program, ranking the state at 16th in the country in terms of the number of such violations.",49.0,0.443620883246423
cs-en,"Násilí podkopává již tak pochybnou situaci v Afghánistánu a prezident USA Donald Trump zvažuje navýšení počtu amerických vojáků, kteří by měli pomáhat vojenským jednotkám a policistům v zemi.","The violence undermines an already dubious situation in Afghanistan, and U.S. President Donald Trump is considering an increase in the number of U.S. troops who should assist military troops and police officers in the country.",The violence underlines the precarious security situation in Afghanistan as US President Donald Trump weighs up whether to increase the number of US troops aiding the military and police in the country.,72.5,0.575003214304128
cs-en,Po dokončení prací je dinosaurus připraven k odhalení.,"After completing the works, the dinosaur is ready to be discovered.","After all that hard work, the finished result is now ready to be unveiled.",47.0,-0.595439590007915
cs-en,Alespoň tedy u nás.,At least with us.,at least for us.,0.0,-1.76620290742111
cs-en,"Gobai tvrdí, že obyvatelé Paniai, stejně jako ostatní Papuánci, považují svůj hlas za „dluh“, jenž musí Jokowi splatit.","Gobai argues that the residents of Paniai, like other Papuans, regard their vote as a ""debt"" that Jokowi must repay.","Gobai says the Paniai people, like other Papuans, consider their vote to Jokowi as a ""debt"" he must repay.",42.5,-0.178768340523
cs-en,Rozmohl se nám tady takový nešvar.,There's been such a mess.,A malady has spread here.,51.0,0.189616287448665
cs-en,"„Je obtížné spočítat počet obětí, protože k incidentům dochází každý týden,“ řekl Andreas Harsono, indonéský výzkumný pracovník organizace Human Rights Watch.","""It's difficult to count the death toll because incidents occur every week,"" said Andreas Harsono, an Indonesian research fellow at Human Rights Watch.","""It's difficult to count the number of victims as incidents happen every week,"" says Andreas Harsono, Indonesia researcher for Human Rights Watch.",50.0,0.151266891470826
